Adamaszek
Dziedzina
Dzienis
Dzienisz
Dzierwa
Dziewior
Dziewit
Dziełak
Dzieża
Dzika
Dziopa
Dziuda
Dziugieł
Dziurdzia
Dziurla
Dziób
Dzwonnik
Dąbal
Dąbkiewicz
Dąbrowicz
Dąbroś
Dąbrówka
Dębniak
Dębosz
Dłubak
Długajczyk
Długozima
Eckert
Ekert
Elert
Elsner
Engel
Engler
Fabiszak
Falba
Famuła
Faruga
Faryna
Fechner
Fedak
Fedorczyk
Feliksiak
Feliniak
Felisiak
Feluś
Ferdyn
Ficner
Ficoń
Fidler
Fidor
Fidos
Fidura
Fiedorczuk
Fiedoruk
Fierek
Figat
Fijak
Fijałek
Fijoł
Fik
Fikus
Filak
Filas
Filek
Filiks
Filus
Fiołek
Fiołka
Fit
Fita
Fitas
Fitrzyk
Flaga
Flasza
Fleszar
Flisek
Florian
Fogiel
Fogt
Foit
Fojt
Folga
Folta
Forma
Forysiak
Fołta
Franas
Franaszek
Franc
Franczuk
Frania
Franiak
Franik
Fras
Fraszczyk
Fraś
Frelich
Friedrich
Fronczek
Fronczyk
Fronia
Front
Frost
Froń
Frycz
Frydel
Frydrychowicz
Frymus
Fryś
Frącz
Frączkiewicz
Fularczyk
Furgała
Furmankiewicz
Futyma
Fuławka
Fyda
Fąferek
Gabrych
Gabryel
Gabryszak
Gadzała
Gadzina
Gajcy
Gajowiak
Gajownik
Gajzler
Gal
Galek
Galica
Galik
Galon
Gamoń
Gamrat
Gapys
Garbaciak
Garczarek
Garczyk
Garncarek
Garncarz
Gasek
Gasik
Gasz
Gaudyn
Gawliczek
Gawłowicz
Gałaj
Gałat
Gałęza
Gaś
Gebauer
Gemza
Gendek
Gendera
Gerlach
Getka
Giedrojć
Giel
Gierach
Gierak
Gierat
Gieroń
Giers
Gietka
Giezek
Gilewicz
Gill
Giża
Glanc
Glazer
Glazik
Gleba
Glegoła
Glenc
Glica
Glonek
Gmur
Gnyp
Godyń
Gogacz
Gogol
Gogola
Gogół
Goik
Golak
Golan
Golczyk
Golda
Golenia
Goliasz
Golisz
Goliszek
Golon
Golonko
Golus
Gonet
Goral
Gorol
Gortat
Gosek
Gosik
Goska
Gospodarek
Gosz
Gotfryd
Gowin
Goworek
Gozdur
Gołas
Gołofit
Gołota
Grab
Graban
Grabara
Grabas
Grabczak
Grabias
Graboń
Gradek
Graj
Gramza
Granat
Gregorczuk
Gregorek
Greszta
Groborz
Grochola
Grochowina
Grodek
Gromala
Gronkiewicz
Gronostaj
Gros
Grosz
Grotek
Groth
Groń
Grubba
Gruchot
Grund
Grupa
Gruszczyk
Gruza
Gryciuk
Grycz
Gryga
Grygo
Grygorcewicz
Grygorowicz
Gryka
Grymuza
Gryska
Gryszkiewicz
Gryta
Grzebyk
Grzegorzak
Grzejszczak
Grzela
Grzelczyk
Grzelec
Grzenia
Grzesiek
Grzeszkowiak
Grześków
Grądziel
Grębowiec
Gubernat
Gumieniak
Gumienna
Gumienny
Guzdek
Guziak
Guźniczak
Gwara
Gwardiak
Gwizdek
Gzyl
Góraj
Górnisiewicz
Gąbka
Gągała
Gąsienica
Gębura
Gęca
Gęsiarz
Gładka
Głowiak
Głowienka
Głownia
Habdas
Hadam
Hadała
Hadaś
Hajda
Hajdas
Hajdasz
Hajduga
Hajdukiewicz
Halama
Halik
Hallmann
Hamerla
Hampel
Hamrol
Han
Hanas
Hanc
Handke
Hanke
Hankiewicz
Hanus
Hanzel
Hapka
Haponiuk
Haraburda
Harasimiuk
Hartman
Hasiak
Hass
Hałat
Hałka
Heczko
Hein
Heinrich
Hejduk
Helak
Heller
Helman
Hendzel
Herba
Herbut
Herda
Hermann
Hermanowicz
Herok
Hetmańczyk
Hewelt
Hinca
Hirsch
Hnat
Hojda
Hojka
Holc
Holeksa
Holewa
Horbacz
Hornik
Hołysz
Hrabia
Huber
Hubert
Huczko
Hudzik
Humeniuk
Hus
Husak
Hutnik
Hyjek
Hynek
Hyży
Idec
Idzi
Igras
Imiela
Imiołczyk
Indyk
Indyka
Irla
Irzyk
Iskierka
Iwańczyk
Jachimczak
Jachimczyk
Jachna
Jagieło
Jaje
Jajko
Jakiel
Jakimiak
Jakubiuk
Jakóbiak
Jakóbik
Jama
Jambor
Jamroz
Jamrożek
Janasik
Janasz
Janc
Jancewicz
Janczarek
Janduła
Janic
Janisz
Janiszek
Janiuk
Janka
Janke
Jankowicz
Janoszek
Janoszka
Janowiak
Jantos
Januchta
Januszko
Jany
Jaracz
Jarczak
Jarczyk
Jarema
Jaremek
Jaremko
Jargieło
Jarka
Jarmuła
Jarmuż
Jaroch
Jarosiewicz
Jarosik
Jaroszuk
Jas
Jasica
Jasina
Jaskóła
Jasnoch
Jaszcz
Jałowiec
Jaśko
Jaśkowiec
Jaźwiec
Jażdżyk
Jeka
Jenek
Jereczek
Jerzyk
Jessa
Jeszka
Jeszke
Jewuła
Jezior
Jeżyna
Job
Jodko
John
Jonak
Jonczyk
Jonik
Jop
Joszko
Jośko
Judek
Juras
Juraszczyk
Juroszek
Juszczuk
Juśkiewicz
Józwik
Jędra
Jędrak
Jędral
Jędrasiak
Jędraszczyk
Jędraszek
Jędruch
Jędruszczak
Jędrys
Jędrzejek
Kabza
Kacperczyk
Kacperek
Kaczan
Kaczmar
Kadela
Kaja
Kajak
Kajdan
Kajdas
Kajstura
Kala
Kalarus
Kaletka
Kaliciak
Kalinka
Kalisiak
Kalista
Kalka
Kamieniak
Kamieniarz
Kamyszek
Kanarek
Kandora
Kandzia
Kanik
Kansy
Kapałka
Kapcia
Kapinos
Kara
Karalus
Karaśkiewicz
Karczmarek
Karczmarz
Kargol
Karkocha
Karkut
Karmelita
Karnas
Karpeta
Karpiak
Karpiel
Karpik
Karsznia
Karwala
Karwan
Karwot
Karyś
Kasak
Kasiak
Kasper
Kasperczak
Kastelik
Katana
Kawala
Kawiak
Kawula
Kawulok
Kazimierczyk
Kazior
Kaziród
Kazubek
Kałek
Kałwa
Kaźmierczyk
Keler
Kempka
Kenig
Kiciak
Kidawa
Kidoń
Kieca
Kiedrowicz
Kielich
Kieloch
Kiepas
Kiepura
Kierat
Kierepka
Kiełbik
Kiełbowicz
Kiełek
Kij
Kijanka
Kijas
Kilar
Kiliszek
Kiljan
Kinder
Kiryluk
Kiszczak
Klama
Klamka
Klatka
Klaus
Kleban
Klebba
Kleina
Klejna
Klekot
Klemczak
Klemens
Klepka
Kliber
Klimko
Klinger
Klinkosz
Klisz
Kliszcz
Kloch
Klorek
Klos
Kluczek
Klucznik
Kluczyk
Klupś
Klus
Klyszcz
Klyta
Klęczar
Klęk
Knapek
Kniaź
Knieć
Knych
Knysak
Kobel
Kobos
Kobryń
Kochanowicz
Kociemba
Kocoł
Kocurek
Koczara
Koczy
Kohnke
Kohut
Koj
Kolarz
Kolber
Kolbusz
Kolek
Kolendo
Koleśnik
Kolka
Kolman
Koman
Komander
Kominiak
Komisarczyk
Komisarek
Komperda
Komuda
Konat
Koniecko
Konieczek
Kononowicz
Konsek
Konstanty
Kontny
Kopa
Kopała
Kopciuch
Kopczyk
Koperek
Kopij
Kopik
Kopyt
Kopytko
Kopyść
Korab
Koral
Korbut
Kordus
Kordys
Korek
Korkosz
Kornet
Korniak
Korpal
Korzekwa
Korzeniak
Korzonek
Kosałka
Kosela
Kosiak
Kosidło
Kosiec
Kosman
Kosno
Kosowicz
Koss
Kostek
Kostera
Kostorz
Kostro
Kosz
Kosznik
Koterba
Kott
Kowala
Kowalak
Kowaluk
Kowalówka
Kowara
Kozaczuk
Kozar
Kozdroń
Kozdrój
Koziarz
Koziatek
Kozica
Kozień
Kozok
Kołata
Kołodziejak
Kołpak
Kołton
Kołtuniak
Kościelak
Kościesza
Kościk
Kościołek
Kościukiewicz
Kościuszko
Kośka
Koźlak
Krajniak
Krakowczyk
Kranc
Krata
Krauz
Krauza
Kreczmer
Krefta
Krekora
Kremer
Krenc
Kretowicz
Krochmal
Kroczak
Krokosz
Kruszka
Kruszona
Kruś
Kryk
Krysik
Krystkowiak
Kryszczuk
Kryszkiewicz
Kryza
Krzan
Krzempek
Krzosek
Krzyk
Krzykała
Krzysiek
Krzystek
Krzyszczak
Krzysztoszek
Krzywoń
Krzyśko
Krzyśków
Krzyżostaniak
Królczyk
Królikiewicz
Krüger
Kręcisz
Kręgiel
Krępa
Krężołek
Ksel
Księżyk
Kuba
Kubaczyk
Kuban
Kubanek
Kubasiak
Kubasiewicz
Kubek
Kubisz
Kubowicz
Kuboń
Kubrak
Kucab
Kucharz
Kucharzyk
Kuchciak
Kuciak
Kucz
Kuczaj
Kuczak
Kuder
Kudlak
Kudra
Kudłacik
Kudłacz
Kuffel
Kujda
Kuk
Kukier
Kukieła
Kukuczka
Kulczak
Kuliberda
Kulis
Kulisz
Kulma
Kulon
Kumorek
Kunc
Kuncewicz
Kunda
Kunka
Kupaj
Kuran
Kurbiel
Kurc
Kurcz
Kurczab
Kurnik
Kurp
Kurpanik
Kurpisz
Kursa
Kurtyka
Kuryłowicz
Kuryś
Kurz
Kurzac
Kurzaj
Kurzak
Kurzydło
Kusek
Kusio
Kustosz
Kusztal
Kuszyk
Kut
Kutera
Kuzia
Kuzior
Kuziora
Kułach
Kuśka
Kuświk
Kuźnia
Kwak
Kwapis
Kwapisiewicz
Kwasek
Kwinta
Kwoka
Kyc
Kózka
Kędziorek
Kęsek
Kłoczko
Kłosiewicz
Kłosowicz
Kłysz
Kłósek
Labudda
Labus
Lada
Lalak
Lamch
Lament
Lampa
Lang
Langiewicz
Laszkiewicz
Laszuk
Latek
Latko
Lato
Latoszek
Latuszek
Lazarek
Ledzion
Legutko
Lejk
Lejman
Lelito
Lemanowicz
Lemiesz
Lemke
Lempart
Lenc
Lenda
Lenik
Leoniak
Leoniuk
Leonowicz
Lepa
Lepianka
Lepka
Lesik
Lesisz
Lesner
Leszcz
Leszczak
Leszczuk
Letkiewicz
Lew
Lewek
Lewicz
Lewko
Leśko
Leśny
Leżoń
Lica
Lichoń
Liedtke
Ligas
Ligenza
Linda
Linkiewicz
Lipowicz
Lisak
Lisik
Lisoń
Liss
Litewka
Litwa
Litwiniuk
Litwinowicz
Lizurej
Liśkiewicz
Loba
Lorens
Lorenz
Loska
Lubera
Luberda
Ludwin
Lukas
Lula
Lulek
Macek
Machowiak
Machul
Macias
Maciejczuk
Maciejewicz
Maciejko
Maciejuk
Maciocha
Macioł
Maciuszek
Maculewicz
Madejczyk
Madera
Madura
Magier
Magryta
Mainka
Majak
Majczyna
Majdak
Majdan
Majerczyk
Majnusz
Majorczyk
Majorek
Majsterek
Majzner
Mak
Makaruk
Makles
Makoś
Maksimowicz
Maksym
Malara
Malarczyk
Malcher
Malecha
Maleszka
Malewicz
Malisz
Malka
Malon
Mamcarz
Mandrysz
Marach
Maras
Marchlewicz
Marciniszyn
Marcol
Margol
Markiel
Marko
Marosz
Martyka
Martyn
Maruszczak
Maruszczyk
Masiak
Maszkiewicz
Masłoń
Matacz
Matejczuk
Matejczyk
Matejuk
Matela
Materek
Materka
Mateńko
Matraszek
Matula
Matulka
Matura
Matus
Matusewicz
Matuszyk
Matwiejczyk
Matyka
Matynia
Matyszczak
Mazan
Mazek
Mazepa
Maziarczyk
Maćczak
Maćków
Małas
Małocha
Mały
Maślach
Megger
Mejer
Melaniuk
Meler
Mendyka
Merchel
Miara
Micał
Mich
Michalczak
Michalkiewicz
Michel
Michniak
Midura
Miechowicz
Miecznik
Mielcarz
Mielke
Mieloch
Mierzwiak
Mieszała
Migda
Mijas
Mikiciuk
Mikita
Mikosz
Mikołajewicz
Miksza
Mikus
Mikusek
Mikłaszewicz
Mila
Milcarz
Milej
Milewczyk
Milka
Minkina
Minta
Miodek
Mirocha
Mironiuk
Miros
Mirończuk
Misiaszek
Misiejuk
Misior
Miszkiel
Miszkiewicz
Miszkurka
Miszta
Mitek
Mitera
Mitoraj
Mizak
Mizgała
Mizia
Miąsik
Miąsko
Miękina
Miękus
Miśko
Miśkowiec
Mleczek
Mokwa
Mol
Molak
Molek
Molga
Moneta
Moniuszko
Monkiewicz
Morawiak
Morcinek
Mordak
Mordal
Morek
Morgała
Morka
Mortka
Moryc
Morys
Mostek
Mosur
Motak
Mroczko
Mrotek
Mrozowicz
Mrózek
Mszyca
Muc
Mudlaff
Mueller
Mularz
Mulawa
Muniak
Murach
Murat
Musiała
Musiolik
Mućka
Mućko
Mycek
Mydlak
Mydlarz
Myga
Myk
Myrcha
Myszak
Myszk
Mytnik
Mytych
Mądro
Mądrzak
Mądrzyk
Mędrala
Młodzik
Młot
Młotek
Młynarz
Naczk
Naglik
Nagórka
Nalazek
Nalewajko
Namysł
Narożna
Narożny
Nasiadka
Nastały
Natanek
Naumiuk
Nawrotek
Nazar
Nazarewicz
Nazimek
Nałęcz
Neska
Nesterowicz
Nestorowicz
Neubauer
Neugebauer
Nicewicz
Niebudek
Niechciał
Niedojadło
Niedośpiał
Niedźwiadek
Niemczuk
Nieradko
Niesporek
Niewola
Niećko
Nieścior
Nikel
Nikołajuk
Niksa
Nitek
Nitkiewicz
Noculak
Nogieć
Nojek
Nojman
Noszczyk
Nowek
Nowotnik
Nowrot
Nurek
Nyc
Nóżka
Nędzi
Obarzanek
Obiała
Obst
Och
Ochab
Ochnik
Ochnio
Ochota
Oczko
Oczkowicz
Odrzywołek
Ofiara
Ograbek
Ogłaza
Okraska
Okła
Olchawa
Olearczyk
Oleksak
Oleksik
Oleksiuk
Olesiejuk
Oleszczak
Oleszko
Olewniczak
Olko
Olma
Olszowa
Olszyna
Omiotek
Opas
Opyrchał
Organiściak
Orkisz
Ornat
Orszulik
Orwat
Osiadacz
Osial
Osica
Osik
Osipiuk
Osipowicz
Osman
Osojca
Ostafin
Ostapiuk
Ostręga
Oszust
Otremba
Owczarczak
Owsiak
Owsianka
Ośka
Ośko
Oślizło
Pabis
Pabisiak
Pacewicz
Pachla
Pacholczak
Pacholik
Pachołek
Pacia
Pacocha
Pacura
Pacyga
Paczos
Padło
Pagacz
Pajda
Pajdak
Pakos
Pal
Palak
Palej
Paleń
Palica
Palonek
Palus
Paluszak
Panasewicz
Panasiewicz
Panicz
Panuś
Para
Parafiniuk
Parda
Parkitna
Parkitny
Parus
Parzonka
Parzyszek
Pasiak
Pasich
Pasieczna
Pasierbek
Pasiut
Pastucha
Pastuszek
Pastuszko
Pastuła
Paszkowiak
Pasztaleniec
Patalas
Patoka
Patora
Patoła
Patyna
Paw
Pawela
Pawełko
Pawlaczek
Pawliczek
Pawlonka
Pawlos
Pawlukiewicz
Pazera
Pazik
Pazoła
Pałgan
Paściak
Paśnik
Paździora
Peda
Pedrycz
Pela
Pelka
Penar
Penkala
Pera
Perczak
Peszko
Petrus
Pezda
Pianka
Piaseczna
Piaścik
Pich
Picheta
Piechura
Pieczarka
Piekacz
Piekara
Piekarek
Pielach
Pielech
Pielka
Piersa
Pierzak
Piesik
Piestrzeniewicz
Pieszak
Pietrasz
Pietraszkiewicz
Pietrus
Pietrusiewicz
Pietryga
Piguła
Pikor
Piksa
Pilarek
Pilich
Pindor
Pioch
Piotrak
Piotrkowicz
Piotrowiak
Pitala
Pitura
Piwowarek
Piątkiewicz
Piłka
Plebanek
Pleśniak
Plich
Plona
Pochroń
Pociask
Poczta
Początek
Podgórna
Podgórny
Podkowa
Podleśna
Podsiadła
Pokrzywa
Polakiewicz
Polaszek
Poleszak
Policht
Politowicz
Polnik
Pompa
Popielarczyk
Poreda
Portka
Porwoł
Porzucek
Posmyk
Pospiech
Postawa
Posłuszna
Posłuszny
Potaczek
Potoczna
Potyrała
Potęga
Powała
Powałka
Powązka
Pośnik
Pracz
Prasek
Prażmo
Prażuch
Preś
Procek
Proch
Prochownik
Prokopczuk
Prokopiak
Prokurat
Protasiuk
Proć
Pruchnik
Prucnal
Prygiel
Prystupa
Pryszcz
Przeklasa
Przekop
Przekwas
Przeniosło
Przerwa
Przewoźna
Przewoźniak
Przewoźnik
Przewłoka
Przybyś
Przystupa
Pszczółka
Ptok
Puc
Puch
Pusz
Putek
Puto
Puła
Pyc
Pych
Pyda
Pyrz
Pyszczek
Pyszka
Pyszny
Pytko
Pytlarz
Pyza
Pyzel
Pyć
Pyś
Pędrak
Pęksa
Płaneta
Płocharczyk
Płodzień
Płócienniczak
Rabiej
Radke
Radko
Radziewicz
Radzio
Ragan
Rajch
Rajchel
Rajczak
Rajczyk
Rajda
Rajman
Rajtar
Rakus
Rapa
Rasała
Raszkiewicz
Ratka
Raźniak
Rduch
Reich
Reichel
Reimann
Reiter
Rej
Rejek
Rejmak
Rejniak
Rembacz
Reszke
Rećko
Robaszkiewicz
Roch
Rochowiak
Roda
Rodzeń
Rogacz
Rogal
Rohde
Roj
Rok
Rolak
Rolek
Romańczyk
Rompa
Ropiak
Rorat
Roskosz
Roszko
Rosłon
Rosłoń
Roter
Rozmiarek
Rozum
Rozumek
Roś
Rubacha
Rubaj
Rubin
Ruchała
Rudowicz
Rudyk
Rudzik
Ruman
Rup
Rurarz
Rurka
Ruszczak
Ruszel
Rut
Rycerz
Rychel
Rychert
Ryczko
Ryfa
Ryguła
Rykała
Rymarz
Ryndak
Ryszkiewicz
Rzeszutko
Rzeźniczak
Rzeźniczek
Rzońca
Rząd
Różewicz
Sabała
Sadlak
Sadlik
Sado
Sadoch
Sadownik
Sadowy
Sadura
Sady
Sadłocha
Saj
Sajda
Sajewicz
Sajnóg
Sakwa
Salach
Salawa
Salomon
Salwin
Samiec
Samol
Samul
Samulak
Sanetra
Sankiewicz
Sapała
Sapeta
Saran
Sarosiek
Sasak
Saternus
Satora
Sawko
Schubert
Schwarz
Semenowicz
Semik
Senger
Sereda
Serwa
Serwach
Seta
Seweryniak
Siara
Siarkiewicz
Siatka
Sibiga
Siciarz
Sidorczuk
Sieczko
Siedlaczek
Siedlarz
Siedlik
Sieja
Siejak
Siekierka
Siembab
Siemek
Siemieniec
Siemieńczuk
Siemion
Sieradzan
Siergiej
Sierota
Sierpień
Sierżant
Siewiera
Sinkiewicz
Sip
Sito
Siwa
Skalik
Skała
Skiepko
Skierka
Sklorz
Skocz
Skolik
Skomra
Skonieczka
Skotarek
Skrobek
Skrobot
Skrzecz
Skubała
Skubis
Skup
Skupin
Skutnik
Skwira
Składanek
Smagacz
Smardz
Smektała
Smela
Smolec
Smolka
Smolorz
Smorąg
Smutek
Smykała
Smyl
Smętek
Snoch
Sobel
Sobisz
Sobiło
Sobków
Sobolak
Sobstyl
Sobuś
Soczówka
Sojda
Solarczyk
Solarek
Solich
Solis
Solnica
Sommerfeld
Sondej
Sorbian
Sornat
Soroko
Sosnówka
Sot
Sołoducha
Sołtan
Sośniak
Spadło
Sporysz
Sprawka
Sprycha
Spychaj
Spólnik
Sroga
Stachelek
Stachów
Staciwa
Stanaszek
Staniaszek
Staniczek
Staniewicz
Stanisławczyk
Stanisławek
Stanuch
Stark
Starostka
Starościak
Starzak
Staręga
Stasica
Stawczyk
Stawinoga
Stawowczyk
Staś
Staśko
Stebel
Steciuk
Stefanik
Stefankiewicz
Stelmasiak
Stempel
Stempin
Stempniak
Sterna
Steuer
Stochmal
Stojak
Stosik
Stosio
Stożek
Strama
Straszak
Strojna
Stroka
Strycharz
Stryjek
Strzała
Strzelczak
Strzoda
Strzępek
Strójwąs
Stróż
Stuglik
Stupak
Styn
Stypa
Stypka
Stypuła
Styrna
Stąpór
Stępak
Stępka
Subocz
Such
Suchenek
Suchoń
Suda
Sudak
Sugier
Sularz
Sulich
Sulik
Supernak
Supeł
Sura
Surdel
Surmiak
Sus
Suszko
Sutor
Swacha
Swatek
Swiątek
Sych
Sycz
Sydor
Sygut
Sykut
Syldatk
Sypek
Sypień
Sypuła
Syroka
Sysło
Szabla
Szafarz
Szajda
Szajek
Szajna
Szajner
Szalast
Szambelan
Szaruga
Szarzec
Szatko
Szałaj
Szałas
Szałata
Szałkiewicz
Szczap
Szczechowicz
Szczepan
Szczerbiak
Szczesiak
Szczubełek
Szczudło
Szczypek
Szeja
Szela
Szelest
Szemraj
Szeszko
Szkaradek
Szkatuła
Szklarek
Szkoda
Szkopek
Szkoła
Szkup
Szlachcic
Szlęk
Szmagaj
Szmaj
Szmajda
Szmalec
Szmelter
Szmuc
Szmurło
Sznura
Szok
Szoka
Szott
Szołtysik
Szpala
Szpila
Szpyra
Szpyrka
Szram
Szrama
Sztaba
Sztuczka
Szulczyk
Szulim
Szulist
Szumacher
Szumiec
Szumiło
Szumna
Szurek
Szuta
Szwaj
Szwaja
Szwałek
Szyba
Szybiak
Szyca
Szyguła
Szyja
Szyjka
Szykuła
Szylar
Szyma
Szymajda
Szymanik
Szymaniuk
Szymańczyk
Szymula
Szyndler
Szynkiewicz
Szóstak
Szłapa
Szłapka
Sąsiadek
Sędek
Sładek
Sławik
Słomian
Słomiany
Słonka
Słowiak
Słupek
Słupik
Słyk
Tabak
Tabiś
Taczała
Talaśka
Tarach
Tarasek
Tasarz
Tatarczyk
Tatarek
Tałaj
Tecław
Tekiela
Teodorowicz
Tereszkiewicz
Terka
Teter
Teterycz
Tlałka
Tokaj
Tokarek
Tolak
Toma
Tomal
Tomalak
Tomalik
Tomaszczyk
Tomaszkiewicz
Tomaszuk
Tomys
Tonder
Tondera
Torbus
Towarek
Tołoczko
Trawka
Trepczyk
Trepka
Trochimiuk
Trojanek
Trojanowicz
Troć
Trybała
Trybus
Trybuś
Tryka
Trzcionka
Trzmiel
Trznadel
Trzop
Trzos
Trzyna
Trąbka
Turczyk
Turlej
Turoń
Tusk
Tutka
Tuzimek
Tułacz
Twardosz
Twardy
Twardzik
Tworzydło
Tyczka
Tyka
Tylman
Tylus
Tyma
Tytko
Tywoniuk
Tórz
Ubysz
Ufniarz
Ulewicz
Ulfik
Uliczka
Ulrych
Uroda
Uryga
Urynowicz
Usarek
Uss
Utrata
Ułanowicz
Wabik
Wac
Wacław
Wacławiak
Wajdzik
Wajer
Wakuła
Walasik
Waleczek
Walenciak
Walencik
Walentynowicz
Walkusz
Walo
Waloch
Walocha
Waloszek
Waluk
Walus
Walusiak
Wandas
Waraksa
Warczak
Wardzała
Wardziak
Warmuz
Warwas
Warych
Warzybok
Wasiewicz
Wasilewicz
Wasiuk
Wasyluk
Waszczyk
Watras
Wawrzeńczyk
Wawrzyczek
Wawrzyk
Wawrzyn
Wawrzynowicz
Wawrzyńczyk
Wawszczak
Wawszczyk
Wałaszek
Wałdoch
Ważny
Wdowczyk
Wejman
Welenc
Wendt
Wenzel
Weremczuk
Westfal
Wiaderek
Wiak
Wiatrak
Wicha
Wichary
Wichłacz
Widuch
Widłak
Wiech
Wieczerzak
Wiekiera
Wielgat
Wielgo
Wielgos
Wielądek
Wiencek
Wiertel
Wiertelak
Wierzchoń
